iso3,country,disaggregation,disagg.value,region,subregion,section,diarrhea_zinc_2005,diarrhea_zinc_2006,diarrhea_zinc_2007,diarrhea_zinc_2008,diarrhea_zinc_2009,diarrhea_zinc_2010,diarrhea_zinc_2011,diarrhea_zinc_2012,diarrhea_zinc_2013,diarrhea_zinc_2014,diarrhea_zinc_2015,diarrhea_zinc_2016,diarrhea_zinc_2017,diarrhea_zinc_2018,diarrhea_zinc_2019,diarrhea_zinc_2020,vit_a_2000,vit_a_2001,vit_a_2002,vit_a_2003,vit_a_2004,vit_a_2005,vit_a_2006,vit_a_2007,vit_a_2008,vit_a_2009,vit_a_2010,vit_a_2011,vit_a_2012,vit_a_2013,vit_a_2014,vit_a_2015,vit_a_2016,vit_a_2017,vit_a_2018,iron_supp_2004,iron_supp_2005,iron_supp_2006,iron_supp_2007,iron_supp_2008,iron_supp_2009,iron_supp_2010,iron_supp_2011,iron_supp_2012,iron_supp_2013,iron_supp_2014,iron_supp_2015,iron_supp_2016,iron_supp_2017,iron_supp_2018,iron_supp_2019,iron_tablets_2000,iron_tablets_2001,iron_tablets_2002,iron_tablets_2003,iron_tablets_2004,iron_tablets_2005,iron_tablets_2006,iron_tablets_2007,iron_tablets_2008,iron_tablets_2009,iron_tablets_2010,iron_tablets_2011,iron_tablets_2012,iron_tablets_2013,iron_tablets_2014,iron_tablets_2015,iron_tablets_2016,iron_tablets_2017,iron_tablets_2018,iron_tablets_2019,iodised_salt_2000,iodised_salt_2001,iodised_salt_2002,iodised_salt_2003,iodised_salt_2004,iodised_salt_2005,iodised_salt_2006,iodised_salt_2007,iodised_salt_2008,iodised_salt_2009,iodised_salt_2010,iodised_salt_2011,iodised_salt_2012,iodised_salt_2013,iodised_salt_2014,iodised_salt_2015,iodised_salt_2016,iodised_salt_2017,iodised_salt_2018
AZE,Azerbaijan,wealth,Second lowest,Asia,Western Asia,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,12.9,,,,,,,,,,,,,,61.29,,,,,,93.79,,,,,,,93.05,,,,,
BDI,Burundi,education,Higher,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,,,,,,3.1,,,,,,,,,,,,,,81.4,,49.6,,,,44.7,,,,,,,,,,,,,,,,,,,,,,
BDI,Burundi,education,None,Africa,Eastern Africa,Intervention coverage,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,,,9,,,,,,,,,,,,,,71.3,,51.5,,,,46.2,,,,,,,,,,,,,,,,,,,,,,
BDI,Burundi,education,Primary,Africa,Eastern Africa,Intervention coverage,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,7.4,,,,,,,,,,,,,,74.8,,53.8,,,,49,,,,,,,,,,,,,,,,,,,,,,
BDI,Burundi,education,Secondary,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,5.1,,,,,,,,,,,,,,75.8,,48.4,,,,48.5,,,,,,,,,,,,,,,,,,,,,,
BDI,Burundi,education,Secondary or higher,Africa,Eastern Africa,Intervention coverage,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,Burundi,location,Rural,Africa,Eastern Africa,Intervention coverage,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,8.2,,,,,,,,,,,,,,73.2,,52.6,,,,46.9,,,,71.05,,,,,,,,,,87.19,,,,,,89.76,,
BDI,Burundi,location,Urban,Africa,Eastern Africa,Intervention coverage,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,,,,,,4.7,,,,,,,,,,,,,,71.4,,49.2,,,,53.9,,,,71.02,,,,,,,,,,87.33,,,,,,86.21,,
BDI,Burundi,mothers_age,20-34,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2,,52.8,,,,47,,,,,,,,,,,,,,,,,,,,,,
BDI,Burundi,mothers_age,35-49,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9,,50.3,,,,53.4,,,,,,,,,,,,,,,,,,,,,,
BDI,Burundi,mothers_age,Under 20,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,,52.2,,,,37.6,,,,,,,,,,,,,,,,,,,,,,
BDI,Burundi,sex,Female,Africa,Eastern Africa,Intervention coverage,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,64.11,,,,,,,,,,84.03,,,,,,87.84,,
BDI,Burundi,sex,Male,Africa,Eastern Africa,Intervention coverage,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,72.92,,,,,,,,,,88.36,,,,,,89.99,,
BDI,Burundi,total,Total,Africa,Eastern Africa,Intervention coverage,,,,,,0.1,,,,,,,,,,,0,0,-,-,16,7,76,83,80,90,73,72,86,75,69,71,78,79,89,,,,,,,9.9,,,,,,7.9,,,,,,,,,,,,,,73.1,,52.3,,,,47.6,,,,71.05,,,,,,,,,,87.2,,,,,,89.37,,
BDI,Burundi,wealth,Highest,Africa,Eastern Africa,Intervention coverage,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,5.3,,,,,,,,,,,,,,75.1,,54.8,,,,52.7,,,,73.06,,,,,,,,,,89.61,,,,,,91.16,,
BDI,Burundi,wealth,Lowest,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,9,,,,,,,,,,,,,,73.6,,47.5,,,,44.2,,,,64.99,,,,,,,,,,82.49,,,,,,83.35,,
BDI,Burundi,wealth,Middle,Africa,Eastern Africa,Intervention coverage,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,8.9,,,,,,,,,,,,,,73.6,,52.1,,,,47.1,,,,74.79,,,,,,,,,,88.35,,,,,,91.79,,
BDI,Burundi,wealth,Second highest,Africa,Eastern Africa,Intervention coverage,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,7,,,,,,,,,,,,,,72.3,,57.3,,,,47.7,,,,75.16,,,,,,,,,,89.33,,,,,,91.67,,
BDI,Burundi,wealth,Second lowest,Africa,Eastern Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,8.5,,,,,,,,,,,,,,71.1,,51.5,,,,47.6,,,,66.95,,,,,,,,,,87.8,,,,,,90.5,,
BEN,Benin,education,Higher,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,,,,,,49.7,,,,,,,,,98.1,,,,,95.3,,,,,,97.7,,,,,,,,,,,,,,,,,,,,,
BEN,Benin,education,None,Africa,Western Africa,Intervention coverage,,,,,,,,10.3,,21,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,,,,,,19.4,,,,81,,,,,82.2,,,,,76.6,,,,,,79.6,,,,,,,,,,,,,,,,,,,,,
BEN,Benin,education,Primary,Africa,Western Africa,Intervention coverage,,,,,,,,8.4,,18.6,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,,,,,,29.4,,,,90.9,,,,,95.9,,,,,89.5,,,,,,91.6,,,,,,,,,,,,,,,,,,,,,
BEN,Benin,education,Secondary,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,,,,,,34.9,,,,96.3,,,,,98.7,,,,,92.8,,,,,,95.5,,,,,,,,,,,,,,,,,,,,,
BEN,Benin,education,Secondary or higher,Africa,Western Africa,Intervention coverage,,,,,,,,7.2,,28,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,Benin,location,Rural,Africa,Western Africa,Intervention coverage,,,,,,,,10.1,,20.5,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,,,,,,20.9,,,,82.3,,,,,83.1,,,,,77,,,,,,81,,,,80.07,,,,,79.35,,,,,,91,,70.88,,,,86.25
BEN,Benin,location,Urban,Africa,Western Africa,Intervention coverage,,,,,,,,9.3,,22,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,,,,,,28.6,,,,87.7,,,,,91.6,,,,,86.4,,,,,,90.3,,,,79.28,,,,,79.2,,,,,,86.45,,67.49,,,,82.77
BEN,Benin,mothers_age,20-34,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,,,,,87.3,,,,,81,,,,,,84.9,,,,,,,,,,,,,,,,,,,,,
BEN,Benin,mothers_age,35-49,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.8,,,,,82.7,,,,,80.5,,,,,,85.2,,,,,,,,,,,,,,,,,,,,,
BEN,Benin,mothers_age,Under 20,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.7,,,,,83,,,,,80.5,,,,,,82.3,,,,,,,,,,,,,,,,,,,,,
BEN,Benin,sex,Female,Africa,Western Africa,Intervention coverage,,,,,,,,10.6,,19.3,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,,,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,77.45,,,,,77.9,,,,,,88.59,,67.11,,,,84.63
BEN,Benin,sex,Male,Africa,Western Africa,Intervention coverage,,,,,,,,8.7,,23.4,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,80.39,,,,,79.69,,,,,,89.11,,69.84,,,,84.79
BEN,Benin,total,Total,Africa,Western Africa,Intervention coverage,,,,,,,,9.6,,21.3,,,,17,,,0,0,85,95,89,92,87,73,52,56,99,98,99,99,99,95,94,99,0,,,,,,,,30.8,,,,,,23.9,,,,84.1,,,,,86.1,,,,,80.9,,,,,,84.6,,,,79.78,,,,,79.29,,,,,,88.99,,69.24,,,,84.75
BEN,Benin,wealth,Highest,Africa,Western Africa,Intervention coverage,,,,,,,,8.9,,18.6,,,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4,,,,,,39.1,,,,95,,,,,98.4,,,,,92.5,,,,,,97.3,,,,75.26,,,,,77.69,,,,,,85.46,,66.45,,,,81.87
BEN,Benin,wealth,Lowest,Africa,Western Africa,Intervention coverage,,,,,,,,5.2,,20.1,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,12.8,,,,71.8,,,,,70.1,,,,,65.8,,,,,,64.1,,,,85.32,,,,,81.57,,,,,,92.91,,75,,,,87.59
BEN,Benin,wealth,Middle,Africa,Western Africa,Intervention coverage,,,,,,,,14.1,,22.3,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,,,,,,22.6,,,,85.9,,,,,87.1,,,,,81.2,,,,,,87.9,,,,80,,,,,78.29,,,,,,89.62,,68.49,,,,85.37
BEN,Benin,wealth,Second highest,Africa,Western Africa,Intervention coverage,,,,,,,,10.3,,22.8,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,28.2,,,,91.2,,,,,94.8,,,,,89.7,,,,,,92.7,,,,77.02,,,,,76.77,,,,,,86.21,,66.86,,,,82.42
BEN,Benin,wealth,Second lowest,Africa,Western Africa,Intervention coverage,,,,,,,,10.3,,22,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,,,,,,18.8,,,,80,,,,,82.2,,,,,75.4,,,,,,81.9,,,,81.56,,,,,82.45,,,,,,91.54,,70.27,,,,87.49
BFA,Burkina Faso,education,Higher,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,,,,99.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,Burkina Faso,education,None,Africa,Western Africa,Intervention coverage,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,66.8,,,,,,,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,Burkina Faso,education,Primary,Africa,Western Africa,Intervention coverage,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,81.5,,,,,,,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,Burkina Faso,education,Secondary,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,94.3,,,,,,,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,Burkina Faso,education,Secondary or higher,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,Burkina Faso,location,Rural,Africa,Western Africa,Intervention coverage,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,66.3,,,,,,,91.6,,,,,,,,,,,,,80.25,,,,,,,92.4,,,,,,,,
BFA,Burkina Faso,location,Urban,Africa,Western Africa,Intervention coverage,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,87.7,,,,,,,96.6,,,,,,,,,,,,,80.95,,,,,,,91.04,,,,,,,,
BFA,Burkina Faso,mothers_age,20-34,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6,,,,,,,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,Burkina Faso,mothers_age,35-49,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,Burkina Faso,mothers_age,Under 20,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,,,,,,,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,Burkina Faso,sex,Female,Africa,Western Africa,Intervention coverage,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.51,,,53.85,,,,93.22,,,,,,,,
BFA,Burkina Faso,sex,Male,Africa,Western Africa,Intervention coverage,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.49,,,50.76,,,,91.93,,,,,,,,
BFA,Burkina Faso,total,Total,Africa,Western Africa,Intervention coverage,,,,,,0.4,,,,,,,,,,,10,62,91,66,99,99,99,73,97,99,99,87,99,99,98,99,99,0,99,,,,,,,7.4,,,,,,,,,,,,,69.3,,,,,,,92.6,,,,,,,,,,,,,80.4,,,51.07,,,,92.06,,,,,,,,
BFA,Burkina Faso,wealth,Highest,Africa,Western Africa,Intervention coverage,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,88.4,,,,,,,96.9,,,,,,,,,,,,,80.67,,,69.15,,,,91.64,,,,,,,,
BFA,Burkina Faso,wealth,Lowest,Africa,Western Africa,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,55.5,,,,,,,87,,,,,,,,,,,,,77.7,,,36.99,,,,91.22,,,,,,,,
BFA,Burkina Faso,wealth,Middle,Africa,Western Africa,Intervention coverage,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,70.5,,,,,,,92.5,,,,,,,,,,,,,81.43,,,46.31,,,,92.7,,,,,,,,
BFA,Burkina Faso,wealth,Second highest,Africa,Western Africa,Intervention coverage,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,,,,,,,,,,74.5,,,,,,,95.9,,,,,,,,,,,,,82.09,,,56.57,,,,92.72,,,,,,,,
BFA,Burkina Faso,wealth,Second lowest,Africa,Western Africa,Intervention coverage,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,60.4,,,,,,,91,,,,,,,,,,,,,80.58,,,44.19,,,,92.1,,,,,,,,
BGD,Bangladesh,education,Higher,Asia,Southern Asia,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,7.3,,,,,,,,,,89.3,,,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,education,None,Asia,Southern Asia,Intervention coverage,,,19.1,,,,37.6,,,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,3.8,,,,,,,,,,33.7,,,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,education,Primary,Asia,Southern Asia,Intervention coverage,,,23.9,,,,40.9,,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,3.7,,,,,,,,,,49.4,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,education,Secondary,Asia,Southern Asia,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,5.4,,,,,,,,,,64.8,,,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,education,Secondary or higher,Asia,Southern Asia,Intervention coverage,,,31.6,,,,47.2,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,location,Rural,Asia,Southern Asia,Intervention coverage,,,33.1,,,,51.4,,,42.1,,,,4.8,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,4.3,,,,,,,,,,46.3,,,51.8,,,,,,,,,,,,,,,,,,,81.3,,,,,77.75,,68.32,,64.97,,,
BGD,Bangladesh,location,Urban,Asia,Southern Asia,Intervention coverage,,,23.4,,,,38.5,,,44.8,,,,7.5,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,6.7,,,,,,,,,,64.2,,,65.9,,,,,,,,,,,,,,,,,,,91.55,,,,,92.35,,88.32,,78.16,,,
BGD,Bangladesh,mothers_age,20-34,Asia,Southern Asia,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2,,,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,mothers_age,35-49,Asia,Southern Asia,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,,,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,mothers_age,Under 20,Asia,Southern Asia,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,sex,Female,Asia,Southern Asia,Intervention coverage,,,27.3,,,,37.8,,,43.8,,,,45.4,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.17,,,,,83.6,,77.23,,,,,
BGD,Bangladesh,sex,Male,Asia,Southern Asia,Intervention coverage,,,24.2,,,,43.2,,,44.4,,,,54.3,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.38,,,,,81.14,,72.12,,,,,
BGD,Bangladesh,total,Total,Asia,Southern Asia,Intervention coverage,,,25.6,,,,40.8,,,44.1,,,,50.4,43.6,,85,89,81,87,83,82,89,94,97,91,0,0,94,97,0,99,99,99,0,,,,,,,,2.3,,,4.9,,,,,,,,,,50,,,54.8,,,,,,,,,,,,,,,,,,,84.27,,,,,81.41,,72.61,,68.3,,,
BGD,Bangladesh,wealth,Highest,Asia,Southern Asia,Intervention coverage,,,35.2,,,,47.3,,,49,,,,55.2,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,8.2,,,,,,,,,,76.1,,,75.9,,,,,,,,,,,,,,,,,,,95.84,,,,,95.87,,94.53,,,,,
BGD,Bangladesh,wealth,Lowest,Asia,Southern Asia,Intervention coverage,,,13.8,,,,32.6,,,53.6,,,,50.1,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,2.9,,,,,,,,,,31.6,,,38.9,,,,,,,,,,,,,,,,,,,75.09,,,,,69.83,,54.1,,,,,
BGD,Bangladesh,wealth,Middle,Asia,Southern Asia,Intervention coverage,,,33.2,,,,42.2,,,37.5,,,,47.3,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,4.8,,,,,,,,,,48.1,,,54.5,,,,,,,,,,,,,,,,,,,83.68,,,,,81.23,,72.31,,,,,
BGD,Bangladesh,wealth,Second highest,Asia,Southern Asia,Intervention coverage,,,27.4,,,,43.2,,,42.6,,,,58.8,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,5.8,,,,,,,,,,57.4,,,62.9,,,,,,,,,,,,,,,,,,,89.15,,,,,87.12,,83.41,,,,,
BGD,Bangladesh,wealth,Second lowest,Asia,Southern Asia,Intervention coverage,,,22.1,,,,44.1,,,36.7,,,,43.6,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,2.7,,,,,,,,,,44.6,,,45.7,,,,,,,,,,,,,,,,,,,79.46,,,,,74.98,,61.43,,,,,
BGR,Bulgaria,location,Rural,Europe,Eastern Europe,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,location,Urban,Europe,Eastern Europe,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,sex,Female,Europe,Eastern Europe,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,sex,Male,Europe,Eastern Europe,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,total,Total,Europe,Eastern Europe,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,,,,,,
BGR,Bulgaria,wealth,Highest,Europe,Eastern Europe,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,wealth,Lowest,Europe,Eastern Europe,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,wealth,Middle,Europe,Eastern Europe,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,wealth,Second highest,Europe,Eastern Europe,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,wealth,Second lowest,Europe,Eastern Europe,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,education,None,Latin America and the Caribbean,Central America,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,education,Primary,Latin America and the Caribbean,Central America,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,education,Secondary or higher,Latin America and the Caribbean,Central America,Intervention coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,location,Rural,Latin America and the Caribbean,Central America,Intervention coverage,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,,,
BLZ,Belize,location,Urban,Latin America and the Caribbean,Central America,Intervention coverage,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.9,,,
BLZ,Belize,sex,Female,Latin America and the Caribbean,Central America,Intervention coverage,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.57,,,
BLZ,Belize,sex,Male,Latin America and the Caribbean,Central America,Intervention coverage,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.61,,,
