iso3,country,disaggregation,disagg.value,region,subregion,section,adolescent_obesity_2000,adolescent_obesity_2001,adolescent_obesity_2002,adolescent_obesity_2003,adolescent_obesity_2004,adolescent_obesity_2005,adolescent_obesity_2006,adolescent_obesity_2007,adolescent_obesity_2008,adolescent_obesity_2009,adolescent_obesity_2010,adolescent_obesity_2011,adolescent_obesity_2012,adolescent_obesity_2013,adolescent_obesity_2014,adolescent_obesity_2015,adolescent_obesity_2016,adolescent_obesity_2019,adolescent_overweight_2000,adolescent_overweight_2001,adolescent_overweight_2002,adolescent_overweight_2003,adolescent_overweight_2004,adolescent_overweight_2005,adolescent_overweight_2006,adolescent_overweight_2007,adolescent_overweight_2008,adolescent_overweight_2009,adolescent_overweight_2010,adolescent_overweight_2011,adolescent_overweight_2012,adolescent_overweight_2013,adolescent_overweight_2014,adolescent_overweight_2015,adolescent_overweight_2016,adolescent_overweight_2019,adolescent_thinness_2000,adolescent_thinness_2001,adolescent_thinness_2002,adolescent_thinness_2003,adolescent_thinness_2004,adolescent_thinness_2005,adolescent_thinness_2006,adolescent_thinness_2007,adolescent_thinness_2008,adolescent_thinness_2009,adolescent_thinness_2010,adolescent_thinness_2011,adolescent_thinness_2012,adolescent_thinness_2013,adolescent_thinness_2014,adolescent_thinness_2015,adolescent_thinness_2016,adolescent_thinness_2019
BGR,Bulgaria,sex,Girls,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,3.6,3.8,4,4.22,4.44,4.68,4.92,5.17,5.43,5.69,5.97,6.25,6.54,6.84,7.15,7.46,7.79,,14.7,15.13,15.58,16.04,16.53,17.02,17.53,18.04,18.57,19.1,19.64,20.19,20.74,21.3,21.87,22.45,23.03,,2.5,2.45,2.4,2.36,2.31,2.27,2.23,2.19,2.15,2.12,2.08,2.05,2.02,2,1.98,1.96,1.95,
BGR,Bulgaria,sex,Girls Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,23.03,24.97,,,,,,,,,,,,,,,,,1.95,1.91
BHR,Bahrain,sex,Boys,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,11.55,11.95,12.35,12.76,13.18,13.59,14.01,14.43,14.85,15.27,15.69,16.11,16.53,16.96,17.4,17.84,18.29,,26.46,27.04,27.64,28.25,28.87,29.49,30.11,30.73,31.35,31.97,32.6,33.23,33.87,34.51,35.15,35.81,36.47,,7.36,7.29,7.23,7.17,7.11,7.05,7,6.95,6.9,6.86,6.81,6.75,6.71,6.66,6.62,6.58,6.55,
BHR,Bahrain,sex,Boys Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,19.65,,,,,,,,,,,,,,,,,36.47,38.45,,,,,,,,,,,,,,,,,6.55,6.48
BHR,Bahrain,sex,Girls,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,10.9,11.17,11.46,11.75,12.04,12.33,12.62,12.92,13.22,13.52,13.82,14.13,14.45,14.77,15.09,15.42,15.75,,28.6,28.95,29.29,29.62,29.94,30.26,30.57,30.88,31.18,31.48,31.79,32.09,32.4,32.72,33.03,33.35,33.68,,4.77,4.77,4.77,4.79,4.81,4.84,4.88,4.93,4.99,5.06,5.13,5.21,5.28,5.37,5.46,5.55,5.65,
BHR,Bahrain,sex,Girls Projection,Asia,Western Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,16.78,,,,,,,,,,,,,,,,,33.68,34.69,,,,,,,,,,,,,,,,,5.65,5.97
BHS,Bahamas,sex,Boys,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,11.12,11.52,11.92,12.33,12.74,13.15,13.58,14,14.43,14.87,15.31,15.75,16.2,16.66,17.13,17.6,18.08,,26.42,27.04,27.66,28.28,28.9,29.52,30.14,30.77,31.39,32.02,32.65,33.29,33.93,34.58,35.24,35.9,36.56,,3.1,3.05,3,2.95,2.91,2.86,2.81,2.77,2.73,2.69,2.66,2.63,2.6,2.58,2.57,2.55,2.55,
BHS,Bahamas,sex,Boys Projection,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,19.55,,,,,,,,,,,,,,,,,36.56,38.59,,,,,,,,,,,,,,,,,2.55,2.53
BHS,Bahamas,sex,Girls,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,11.63,11.95,12.26,12.58,12.89,13.2,13.52,13.83,14.15,14.47,14.79,15.12,15.45,15.78,16.13,16.47,16.82,,28.82,29.27,29.7,30.13,30.55,30.96,31.37,31.77,32.18,32.58,32.99,33.41,33.83,34.26,34.7,35.14,35.58,,2.3,2.29,2.29,2.28,2.28,2.29,2.29,2.3,2.31,2.33,2.34,2.36,2.39,2.41,2.45,2.48,2.52,
BHS,Bahamas,sex,Girls Projection,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,17.9,,,,,,,,,,,,,,,,,35.58,36.92,,,,,,,,,,,,,,,,,2.52,2.67
BIH,Bosnia and Herzegovina,sex,Boys,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,2.29,2.47,2.66,2.86,3.07,3.3,3.54,3.8,4.08,4.37,4.67,5,5.34,5.71,6.11,6.53,6.97,,12.86,13.45,14.07,14.72,15.4,16.1,16.84,17.62,18.42,19.26,20.12,21.01,21.94,22.9,23.89,24.91,25.95,,3.67,3.6,3.53,3.46,3.38,3.3,3.23,3.15,3.07,2.98,2.9,2.82,2.75,2.67,2.6,2.54,2.48,
BIH,Bosnia and Herzegovina,sex,Boys Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,8.37,,,,,,,,,,,,,,,,,25.95,29.1,,,,,,,,,,,,,,,,,2.48,2.33
BIH,Bosnia and Herzegovina,sex,Girls,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,1.39,1.51,1.63,1.76,1.91,2.06,2.23,2.4,2.59,2.79,3,3.22,3.47,3.73,4,4.3,4.62,,9.18,9.57,9.98,10.41,10.86,11.32,11.81,12.32,12.84,13.38,13.95,14.54,15.15,15.78,16.44,17.13,17.84,,2.94,2.89,2.83,2.78,2.73,2.68,2.63,2.58,2.54,2.49,2.45,2.41,2.37,2.34,2.31,2.28,2.25,
BIH,Bosnia and Herzegovina,sex,Girls Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,5.66,,,,,,,,,,,,,,,,,17.84,20.06,,,,,,,,,,,,,,,,,2.25,2.2
BLR,Belarus,sex,Boys,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,4.65,4.9,5.15,5.42,5.71,6.01,6.32,6.65,6.99,7.34,7.7,8.07,8.46,8.85,9.26,9.69,10.12,,16.55,17.06,17.59,18.13,18.69,19.27,19.86,20.47,21.08,21.71,22.34,22.98,23.63,24.3,24.97,25.65,26.34,,2.73,2.67,2.61,2.55,2.48,2.42,2.36,2.3,2.24,2.18,2.12,2.07,2.02,1.97,1.93,1.89,1.86,
BLR,Belarus,sex,Boys Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.56,,,,,,,,,,,,,,,,,26.34,28.6,,,,,,,,,,,,,,,,,1.86,1.78
BLR,Belarus,sex,Girls,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,2.75,2.85,2.96,3.08,3.19,3.31,3.43,3.55,3.67,3.8,3.92,4.05,4.19,4.33,4.47,4.62,4.78,,12.98,13.3,13.63,13.97,14.31,14.66,15.01,15.36,15.71,16.07,16.42,16.78,17.15,17.51,17.88,18.26,18.63,,2.95,2.86,2.78,2.71,2.63,2.56,2.49,2.42,2.36,2.31,2.25,2.2,2.16,2.11,2.08,2.05,2.02,
BLR,Belarus,sex,Girls Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,,18.63,19.95,,,,,,,,,,,,,,,,,2.02,1.95
BLZ,Belize,sex,Boys,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,5.66,5.99,6.32,6.67,7.03,7.4,7.78,8.18,8.59,9.01,9.46,9.92,10.41,10.91,11.43,11.97,12.53,,15.97,16.62,17.28,17.96,18.64,19.33,20.04,20.77,21.52,22.29,23.08,23.9,24.74,25.6,26.49,27.4,28.33,,4.31,4.24,4.18,4.11,4.04,3.98,3.92,3.86,3.81,3.75,3.7,3.65,3.61,3.57,3.53,3.5,3.47,
BLZ,Belize,sex,Boys Projection,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,14.22,,,,,,,,,,,,,,,,,28.33,31.09,,,,,,,,,,,,,,,,,3.47,3.41
BLZ,Belize,sex,Girls,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,5.85,6.15,6.46,6.78,7.1,7.42,7.76,8.11,8.47,8.84,9.22,9.62,10.03,10.46,10.91,11.38,11.86,,18.76,19.32,19.89,20.45,21.01,21.58,22.15,22.73,23.32,23.93,24.55,25.19,25.84,26.52,27.21,27.92,28.66,,3.2,3.19,3.18,3.17,3.16,3.16,3.17,3.18,3.19,3.2,3.22,3.24,3.26,3.28,3.31,3.35,3.38,
BLZ,Belize,sex,Girls Projection,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,13.29,,,,,,,,,,,,,,,,,28.66,30.76,,,,,,,,,,,,,,,,,3.38,3.52
BOL,Bolivia (Plurinational State of),sex,Boys,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,4.54,4.79,5.05,5.31,5.58,5.87,6.16,6.47,6.78,7.11,7.45,7.79,8.15,8.52,8.9,9.29,9.69,,16.02,16.61,17.2,17.79,18.39,19,19.62,20.25,20.88,21.53,22.18,22.84,23.51,24.18,24.86,25.55,26.24,,2.2,2.14,2.09,2.03,1.98,1.93,1.88,1.84,1.79,1.75,1.71,1.68,1.64,1.61,1.59,1.57,1.55,
BOL,Bolivia (Plurinational State of),sex,Boys Projection,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.02,,,,,,,,,,,,,,,,,26.24,28.54,,,,,,,,,,,,,,,,,1.55,1.51
BOL,Bolivia (Plurinational State of),sex,Girls,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,4.24,4.46,4.68,4.91,5.14,5.38,5.62,5.87,6.13,6.39,6.66,6.94,7.23,7.52,7.83,8.14,8.46,,21.45,22,22.55,23.09,23.62,24.15,24.68,25.2,25.72,26.24,26.76,27.28,27.8,28.32,28.85,29.38,29.91,,0.79,0.76,0.74,0.73,0.71,0.7,0.69,0.68,0.67,0.66,0.66,0.66,0.66,0.66,0.67,0.67,0.68,
BOL,Bolivia (Plurinational State of),sex,Girls Projection,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.55,,,,,,,,,,,,,,,,,29.91,31.69,,,,,,,,,,,,,,,,,0.68,0.71
BRA,Brazil,sex,Boys,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,5.73,6.06,6.41,6.77,7.13,7.51,7.91,8.32,8.75,9.19,9.66,10.13,10.62,11.12,11.64,12.16,12.7,,18.63,19.28,19.94,20.59,21.25,21.92,22.59,23.29,23.99,24.7,25.43,26.18,26.93,27.68,28.45,29.22,30,,4.01,3.95,3.89,3.83,3.76,3.69,3.62,3.55,3.48,3.41,3.34,3.27,3.2,3.14,3.09,3.04,2.99,
BRA,Brazil,sex,Boys Projection,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,14.42,,,,,,,,,,,,,,,,,30,32.5,,,,,,,,,,,,,,,,,2.99,2.86
BRA,Brazil,sex,Girls,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,5.02,5.25,5.47,5.7,5.93,6.17,6.41,6.66,6.92,7.19,7.47,7.76,8.06,8.38,8.7,9.03,9.37,,19.71,20.14,20.55,20.96,21.35,21.75,22.15,22.55,22.96,23.38,23.81,24.25,24.7,25.15,25.62,26.09,26.56,,2.92,2.89,2.85,2.82,2.78,2.74,2.71,2.67,2.64,2.6,2.56,2.52,2.49,2.45,2.42,2.39,2.37,
BRA,Brazil,sex,Girls Projection,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,10.45,,,,,,,,,,,,,,,,,26.56,28.08,,,,,,,,,,,,,,,,,2.37,2.32
BRB,Barbados,sex,Boys,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,4.71,5.05,5.4,5.78,6.17,6.57,7,7.45,7.91,8.4,8.91,9.45,10,10.58,11.18,11.81,12.45,,13.17,13.87,14.59,15.33,16.09,16.87,17.68,18.52,19.38,20.27,21.2,22.15,23.13,24.13,25.17,26.23,27.32,,4.85,4.77,4.68,4.6,4.52,4.44,4.36,4.28,4.21,4.14,4.07,4.01,3.94,3.89,3.84,3.79,3.75,
BRB,Barbados,sex,Boys Projection,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,14.43,,,,,,,,,,,,,,,,,27.32,30.6,,,,,,,,,,,,,,,,,3.75,3.64
BRB,Barbados,sex,Girls,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,4.92,5.26,5.62,5.98,6.36,6.76,7.17,7.59,8.04,8.5,8.98,9.48,10.01,10.55,11.12,11.71,12.31,,16.05,16.7,17.36,18.02,18.7,19.38,20.08,20.79,21.52,22.26,23.03,23.83,24.64,25.48,26.35,27.23,28.14,,3.72,3.7,3.68,3.66,3.65,3.64,3.64,3.64,3.64,3.65,3.66,3.67,3.69,3.71,3.73,3.75,3.79,
BRB,Barbados,sex,Girls Projection,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,14.15,,,,,,,,,,,,,,,,,28.14,30.79,,,,,,,,,,,,,,,,,3.79,3.89
BRN,Brunei Darussalam,sex,Boys,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,8.24,8.75,9.29,9.85,10.42,11.02,11.62,12.24,12.87,13.52,14.18,14.85,15.53,16.21,16.89,17.58,18.27,,16.12,16.94,17.8,18.68,19.59,20.52,21.47,22.44,23.42,24.43,25.46,26.49,27.54,28.59,29.64,30.7,31.75,,8.24,8.1,7.96,7.81,7.66,7.51,7.36,7.21,7.05,6.9,6.76,6.61,6.48,6.35,6.23,6.12,6.02,
BRN,Brunei Darussalam,sex,Boys Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,20.48,,,,,,,,,,,,,,,,,31.75,35.11,,,,,,,,,,,,,,,,,6.02,5.69
BRN,Brunei Darussalam,sex,Girls,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,4.1,4.38,4.68,4.99,5.31,5.64,5.98,6.33,6.68,7.05,7.42,7.8,8.19,8.59,9,9.42,9.86,,12.08,12.59,13.12,13.67,14.23,14.8,15.38,15.96,16.56,17.17,17.78,18.4,19.04,19.68,20.33,20.99,21.67,,5.07,5.07,5.06,5.04,5.02,5,4.98,4.97,4.95,4.93,4.91,4.9,4.88,4.87,4.87,4.87,4.87,
BRN,Brunei Darussalam,sex,Girls Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.34,,,,,,,,,,,,,,,,,21.67,23.94,,,,,,,,,,,,,,,,,4.87,4.88
BTN,Bhutan,sex,Boys,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,0.81,0.92,1.03,1.16,1.3,1.46,1.63,1.81,2,2.2,2.42,2.66,2.91,3.17,3.46,3.76,4.09,,3.08,3.38,3.72,4.07,4.46,4.87,5.3,5.75,6.22,6.71,7.23,7.76,8.32,8.9,9.51,10.15,10.81,,25.37,25.06,24.74,24.4,24.06,23.71,23.36,23,22.64,22.28,21.92,21.55,21.17,20.8,20.43,20.07,19.71,
BTN,Bhutan,sex,Boys Projection,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,5.27,,,,,,,,,,,,,,,,,10.81,13.21,,,,,,,,,,,,,,,,,19.71,18.58
BTN,Bhutan,sex,Girls,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,0.41,0.47,0.54,0.61,0.7,0.79,0.89,1,1.12,1.25,1.39,1.54,1.7,1.87,2.05,2.25,2.46,,3.15,3.41,3.7,4,4.32,4.66,5.02,5.38,5.77,6.17,6.58,7.01,7.47,7.93,8.42,8.93,9.46,,13.55,13.41,13.27,13.13,12.99,12.84,12.71,12.57,12.45,12.32,12.2,12.08,11.96,11.84,11.73,11.61,11.5,
BTN,Bhutan,sex,Girls Projection,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.29,,,,,,,,,,,,,,,,,9.46,11.39,,,,,,,,,,,,,,,,,11.5,11.15
BWA,Botswana,sex,Boys,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,0.59,0.68,0.78,0.88,1,1.13,1.27,1.42,1.58,1.76,1.95,2.16,2.38,2.62,2.88,3.17,3.48,,3.38,3.68,3.99,4.32,4.67,5.04,5.42,5.82,6.25,6.68,7.14,7.62,8.13,8.66,9.22,9.81,10.44,,18.13,17.6,17.05,16.49,15.91,15.32,14.73,14.15,13.58,13.02,12.48,11.95,11.45,10.96,10.49,10.04,9.62,
BWA,Botswana,sex,Boys Projection,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,10.44,12.61,,,,,,,,,,,,,,,,,9.62,8.41
BWA,Botswana,sex,Girls,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,2.41,2.69,2.99,3.31,3.65,4,4.38,4.77,5.17,5.59,6.03,6.48,6.96,7.45,7.97,8.51,9.07,,11.25,11.98,12.71,13.47,14.24,15.04,15.85,16.67,17.5,18.34,19.19,20.06,20.94,21.83,22.75,23.68,24.63,,7.14,6.81,6.47,6.14,5.82,5.51,5.21,4.92,4.64,4.37,4.12,3.88,3.66,3.45,3.26,3.07,2.9,
BWA,Botswana,sex,Girls Projection,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,10.95,,,,,,,,,,,,,,,,,24.63,27.71,,,,,,,,,,,,,,,,,2.9,2.46
CAF,Central African Republic,sex,Boys,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,0.34,0.37,0.4,0.44,0.49,0.54,0.59,0.65,0.71,0.79,0.86,0.95,1.05,1.16,1.28,1.41,1.56,,2.2,2.35,2.52,2.7,2.89,3.09,3.31,3.55,3.8,4.07,4.36,4.67,5,5.36,5.74,6.15,6.59,,14.7,14.51,14.32,14.11,13.9,13.68,13.45,13.22,12.99,12.76,12.54,12.31,12.09,11.87,11.66,11.46,11.26,
CAF,Central African Republic,sex,Boys Projection,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,6.59,8.08,,,,,,,,,,,,,,,,,11.26,10.72
CAF,Central African Republic,sex,Girls,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,0.84,0.91,0.99,1.07,1.16,1.25,1.35,1.46,1.58,1.7,1.83,1.97,2.12,2.28,2.45,2.64,2.84,,7.38,7.72,8.07,8.44,8.81,9.2,9.61,10.03,10.47,10.91,11.38,11.86,12.36,12.88,13.41,13.97,14.55,,6.49,6.42,6.33,6.25,6.16,6.07,5.97,5.88,5.79,5.7,5.61,5.53,5.45,5.37,5.3,5.23,5.17,
CAF,Central African Republic,sex,Girls Projection,Africa,Middle Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.52,,,,,,,,,,,,,,,,,14.55,16.39,,,,,,,,,,,,,,,,,5.17,5.03
CAN,Canada,sex,Boys,North America,Northern America,Child and adolescent (aged 5-19) nutrition status,9.95,10.35,10.73,11.1,11.46,11.79,12.11,12.41,12.7,12.98,13.24,13.49,13.74,13.99,14.23,14.47,14.73,,28.51,29.08,29.61,30.11,30.57,30.99,31.37,31.73,32.05,32.34,32.62,32.88,33.13,33.36,33.6,33.83,34.08,,0.58,0.58,0.57,0.57,0.57,0.57,0.58,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.66,0.68,0.7,
CAN,Canada,sex,Boys Projection,North America,Northern America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,15.66,,,,,,,,,,,,,,,,,34.08,35.05,,,,,,,,,,,,,,,,,0.7,0.76
CAN,Canada,sex,Girls,North America,Northern America,Child and adolescent (aged 5-19) nutrition status,7.23,7.47,7.69,7.9,8.1,8.28,8.44,8.59,8.74,8.89,9.03,9.17,9.31,9.46,9.6,9.76,9.92,,26.48,26.88,27.24,27.57,27.87,28.13,28.36,28.57,28.76,28.93,29.1,29.27,29.43,29.59,29.76,29.94,30.11,,0.41,0.4,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.36,
CAN,Canada,sex,Girls Projection,North America,Northern America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,10.46,,,,,,,,,,,,,,,,,30.11,30.74,,,,,,,,,,,,,,,,,0.36,0.37
CHE,Switzerland,sex,Boys,Europe,Western Europe,Child and adolescent (aged 5-19) nutrition status,4.99,5.1,5.21,5.33,5.44,5.55,5.67,5.79,5.91,6.03,6.16,6.28,6.42,6.55,6.69,6.84,7,,20.85,21.06,21.26,21.44,21.6,21.75,21.88,22.01,22.12,22.22,22.32,22.41,22.5,22.6,22.69,22.8,22.91,,0.78,0.77,0.75,0.73,0.71,0.69,0.67,0.65,0.63,0.61,0.59,0.57,0.56,0.54,0.53,0.52,0.51,
CHE,Switzerland,sex,Boys Projection,Europe,Western Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,7.52,,,,,,,,,,,,,,,,,22.91,23.38,,,,,,,,,,,,,,,,,0.51,0.48
CHE,Switzerland,sex,Girls,Europe,Western Europe,Child and adolescent (aged 5-19) nutrition status,3.14,3.21,3.27,3.34,3.41,3.48,3.56,3.64,3.72,3.82,3.91,4.02,4.13,4.25,4.37,4.5,4.65,,18.9,19.05,19.19,19.32,19.44,19.54,19.65,19.75,19.85,19.94,20.05,20.15,20.26,20.37,20.49,20.62,20.76,,0.48,0.46,0.45,0.43,0.42,0.4,0.39,0.37,0.35,0.34,0.32,0.3,0.29,0.28,0.26,0.25,0.24,
CHE,Switzerland,sex,Girls Projection,Europe,Western Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,5.08,,,,,,,,,,,,,,,,,20.76,21.22,,,,,,,,,,,,,,,,,0.24,0.22
CHL,Chile,sex,Boys,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,10.29,10.67,11.07,11.47,11.9,12.33,12.78,13.24,13.7,14.18,14.66,15.15,15.64,16.13,16.63,17.13,17.64,,26.31,26.95,27.6,28.26,28.94,29.62,30.32,31.02,31.73,32.45,33.17,33.89,34.6,35.31,36.02,36.73,37.44,,1.09,1.07,1.04,1.01,0.98,0.95,0.93,0.9,0.88,0.86,0.84,0.82,0.8,0.79,0.78,0.77,0.77,
CHL,Chile,sex,Boys Projection,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,19.25,,,,,,,,,,,,,,,,,37.44,39.73,,,,,,,,,,,,,,,,,0.77,0.76
CHL,Chile,sex,Girls,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,8.71,8.95,9.2,9.45,9.69,9.95,10.2,10.45,10.71,10.98,11.25,11.52,11.8,12.09,12.39,12.69,12.99,,26.96,27.36,27.75,28.15,28.55,28.95,29.35,29.76,30.17,30.58,31,31.42,31.85,32.27,32.7,33.13,33.56,,1.06,1.04,1.02,1,0.98,0.96,0.94,0.93,0.91,0.89,0.88,0.86,0.85,0.84,0.83,0.83,0.82,
CHL,Chile,sex,Girls Projection,Latin America and the Caribbean,South America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,13.97,,,,,,,,,,,,,,,,,33.56,34.96,,,,,,,,,,,,,,,,,0.82,0.82
CHN,China,sex,Boys,Asia,Eastern Asia,Child and adolescent (aged 5-19) nutrition status,2.83,3.2,3.61,4.08,4.61,5.19,5.84,6.54,7.3,8.13,9.01,9.96,10.96,12.01,13.1,14.24,15.39,,10.45,11.42,12.48,13.62,14.86,16.18,17.58,19.07,20.63,22.27,23.97,25.73,27.54,29.38,31.24,33.11,34.98,,6.26,6.12,5.97,5.81,5.64,5.47,5.29,5.11,4.92,4.73,4.53,4.34,4.15,3.96,3.78,3.61,3.46,
CHN,China,sex,Boys Projection,Asia,Eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,18.98,,,,,,,,,,,,,,,,,34.98,40.86,,,,,,,,,,,,,,,,,3.46,2.99
CHN,China,sex,Girls,Asia,Eastern Asia,Child and adolescent (aged 5-19) nutrition status,1.23,1.39,1.57,1.78,2.01,2.27,2.55,2.87,3.21,3.59,4,4.44,4.91,5.42,5.96,6.52,7.11,,7.23,7.77,8.36,8.99,9.66,10.38,11.14,11.94,12.77,13.65,14.58,15.54,16.53,17.56,18.61,19.68,20.77,,5.04,4.96,4.87,4.78,4.68,4.57,4.46,4.34,4.22,4.1,3.97,3.84,3.72,3.59,3.47,3.36,3.26,
CHN,China,sex,Girls Projection,Asia,Eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.19,,,,,,,,,,,,,,,,,20.77,24.52,,,,,,,,,,,,,,,,,3.26,2.92
CIV,CÃ´te dâ€™Ivoire,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.62,0.68,0.75,0.83,0.91,0.99,1.09,1.19,1.3,1.42,1.55,1.69,1.84,1.99,2.17,2.35,2.54,,3.46,3.69,3.94,4.2,4.47,4.75,5.05,5.36,5.68,6.02,6.37,6.74,7.11,7.51,7.92,8.35,8.8,,11.88,11.65,11.4,11.16,10.91,10.65,10.4,10.14,9.88,9.63,9.39,9.14,8.91,8.69,8.47,8.27,8.08,
CIV,CÃ´te dâ€™Ivoire,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.29,,,,,,,,,,,,,,,,,8.8,10.43,,,,,,,,,,,,,,,,,8.08,7.54
CIV,CÃ´te dâ€™Ivoire,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,1.54,1.67,1.8,1.94,2.09,2.24,2.4,2.56,2.72,2.89,3.07,3.24,3.42,3.61,3.81,4.01,4.22,,9.58,10,10.43,10.87,11.31,11.76,12.22,12.68,13.14,13.6,14.06,14.51,14.98,15.44,15.92,16.39,16.87,,4.46,4.34,4.22,4.09,3.97,3.85,3.73,3.62,3.51,3.4,3.3,3.21,3.12,3.03,2.96,2.89,2.82,
